NUM_ZONA,COD_MUNICIPIO,MUNICIPIO,COD_LOCAL,NOM_LOCAL,DES_ENDERECO,NOM_BAIRRO,NUM_CEP,NUM_SECAO,QTD_APTOS,situacao do local de votação
26,13013,ABAIARA,1058,ESCOLA CORONEL HUMBERTO BEZERRA,AV JULIO SAMPAIO S/N,DISTRITO SÃO JOSÉ,63240000,115,252,Ativo
26,13013,ABAIARA,1163,ESCOLA PINGO DE GENTE,TRIANGULO UNHA DE GATO,TRIANGULO UNHA DE GATO,63240000,117,288,Ativo
26,13013,ABAIARA,1074,ESCOLA MARIA OLIVEIRA SANTOS,SITIO CAMARA,SÍTIO CAMARÁ,63240000,125,267,Ativo
26,13013,ABAIARA,1023,ESCOLA BELARMINO LINS DE MEDEIROS,RUA EXPEDITO OLIVEIRA DAS NEVES 182,CENTRO,63240000,126,343,Ativo
26,13013,ABAIARA,1180,CRECHE SONHO ENCANTADO DE DEUS,SÍTIO CAMPESTRE,SÍTIO CAMPESTRE,63240000,130,342,Ativo
26,13013,ABAIARA,1198,ESCOLA CORONEL ADAUTO BEZERRA,SÍTIO OITIS,SÍTIO OITIS (VILA CAFÉ DA LINHA),63240000,131,63,Ativo
26,13013,ABAIARA,1198,ESCOLA CORONEL ADAUTO BEZERRA,SÍTIO OITIS,SÍTIO OITIS (VILA CAFÉ DA LINHA),63240000,135,62,Ativo
26,13013,ABAIARA,1198,ESCOLA CORONEL ADAUTO BEZERRA,SÍTIO OITIS,SÍTIO OITIS (VILA CAFÉ DA LINHA),63240000,137,65,Ativo
26,13013,ABAIARA,1201,UNIDADE BÁSICA DE SAÚDE DR SEBASTIÃO CAVALCANTI,"RUA PADRE JOSÉ LEITE SAMPAIO, 140",CENTRO,63240000,139,131,Ativo
26,13013,ABAIARA,1180,CRECHE SONHO ENCANTADO DE DEUS,SÍTIO CAMPESTRE,SÍTIO CAMPESTRE,63240000,141,6,Ativo
52,13145,ACARAPE,1023,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,62785000,2,334,Ativo
52,13145,ACARAPE,1244,ESCOLA JOSÉ NEVES DE CASTRO,"RUA CHICO VIEIRA, SN",CENTRO,62785000,6,335,Ativo
52,13145,ACARAPE,1074,PROGRAMA DE ERRADICAÇÃO DO TRABALHO INFANTIL (PETI),BARRO VERMELHO,CANTAGALO,62785000,12,250,Ativo
52,13145,ACARAPE,1074,PROGRAMA DE ERRADICAÇÃO DO TRABALHO INFANTIL (PETI),BARRO VERMELHO,CANTAGALO,62785000,13,251,Ativo
52,13145,ACARAPE,1104,ESCOLA ANACLETO CARLOS CAVALCANTE,CANTAGALO,CANTAGALO,62785000,19,279,Ativo
52,13145,ACARAPE,1104,ESCOLA ANACLETO CARLOS CAVALCANTE,CANTAGALO,CANTAGALO,62785000,20,275,Ativo
52,13145,ACARAPE,1619,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS),"RUA CHICO VIEIRA, SN",CENTRO,62785000,30,272,Ativo
52,13145,ACARAPE,1180,ESCOLA HILDEGARDA CHAGAS BONFIM,POÇO ESCURO I,POÇO ESCURO I,62785000,32,309,Ativo
52,13145,ACARAPE,1228,ESCOLA JOSÉ BRÍGIDO COSTA,GARAPA II,GARAPA II,62785000,37,220,Ativo
52,13145,ACARAPE,1244,ESCOLA JOSÉ NEVES DE CASTRO,"RUA CHICO VIEIRA, SN",CENTRO,62785000,40,332,Ativo
52,13145,ACARAPE,1244,ESCOLA JOSÉ NEVES DE CASTRO,"RUA CHICO VIEIRA, SN",CENTRO,62785000,41,333,Ativo
52,13145,ACARAPE,1260,ESCOLA LUIZ MOREIRA FILHO,LAGOA DOS VEADOS,LAGOA DOS VEADOS,62785000,43,222,Ativo
52,13145,ACARAPE,1619,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS),"RUA CHICO VIEIRA, SN",CENTRO,62785000,45,269,Ativo
52,13145,ACARAPE,1287,ESCOLA MARIA DO CARMO BEZERRA,"RUA SEBASTIAO BEZERRA, SN",CENTRO,62785000,46,339,Ativo
52,13145,ACARAPE,1287,ESCOLA MARIA DO CARMO BEZERRA,"RUA SEBASTIAO BEZERRA, SN",CENTRO,62785000,47,342,Ativo
52,13145,ACARAPE,1287,ESCOLA MARIA DO CARMO BEZERRA,"RUA SEBASTIAO BEZERRA, SN",CENTRO,62785000,48,341,Ativo
52,13145,ACARAPE,1341,ESCOLA PEDRO PATRÍCIO,TAMANDUÁ,TAMANDUÁ,62785000,62,235,Ativo
52,13145,ACARAPE,1376,ESCOLA PADRE ANTÔNIO CRISÓSTOMO,"RUA ODMAR DE CASTRO, N. 92",CENTRO,62785000,66,337,Ativo
52,13145,ACARAPE,1376,ESCOLA PADRE ANTÔNIO CRISÓSTOMO,"RUA ODMAR DE CASTRO, N. 92",CENTRO,62785000,67,339,Ativo
52,13145,ACARAPE,1473,ESCOLA ANTÔNIO MARINHEIRO,PAU BRANCO II,PAU BRANCO II,62785000,78,219,Ativo
52,13145,ACARAPE,1570,ESCOLA RAIMUNDO ALVES,RIACHÃO DO NORTE,RIACHÃO DO NORTE,62785000,91,295,Ativo
52,13145,ACARAPE,1376,ESCOLA PADRE ANTÔNIO CRISÓSTOMO,"RUA ODMAR DE CASTRO, N. 92",CENTRO,62785000,98,339,Ativo
52,13145,ACARAPE,1619,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS),"RUA CHICO VIEIRA, SN",CENTRO,62785000,102,274,Ativo
52,13145,ACARAPE,1023,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,62785000,103,331,Ativo
52,13145,ACARAPE,1244,ESCOLA JOSÉ NEVES DE CASTRO,"RUA CHICO VIEIRA, SN",CENTRO,62785000,109,330,Ativo
52,13145,ACARAPE,1058,ESCOLA RAIMUNDO ALVES DE SOUSA,MORENOS,MORENOS,62785000,119,338,Ativo
52,13145,ACARAPE,1589,CÂMARA MUNICIPAL DE ACARAPE (ESPECIAL),"RUA JOSE GUILHERME COSTA, N. 44",CENTRO,62785000,129,342,Ativo
52,13145,ACARAPE,1600,UNIDADE DE SAÚDE DOIS AMIGOS,GARAPA I,GARAPA I,62785000,143,153,Ativo
52,13145,ACARAPE,1597,ESCOLA HUMBERTO DE CAMPOS,AMARGOSO,AMARGOSO,62785000,146,281,Ativo
52,13145,ACARAPE,1570,ESCOLA RAIMUNDO ALVES,RIACHÃO DO NORTE,RIACHÃO DO NORTE,62785000,149,296,Ativo
52,13145,ACARAPE,1244,ESCOLA JOSÉ NEVES DE CASTRO,"RUA CHICO VIEIRA, SN",CENTRO,62785000,151,327,Ativo
52,13145,ACARAPE,1023,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,62785000,152,336,Ativo
52,13145,ACARAPE,1104,ESCOLA ANACLETO CARLOS CAVALCANTE,CANTAGALO,CANTAGALO,62785000,157,277,Ativo
52,13145,ACARAPE,1627,ESCOLA ANTÔNIO CORREIA DE CASTRO,CARRO ATOLADO,CANTAGALO,62785000,160,330,Ativo
52,13145,ACARAPE,1287,ESCOLA MARIA DO CARMO BEZERRA,"RUA SEBASTIAO BEZERRA, SN",CENTRO,62785000,164,343,Ativo
52,13145,ACARAPE,1023,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,62785000,169,332,Ativo
52,13145,ACARAPE,1473,ESCOLA ANTÔNIO MARINHEIRO,PAU BRANCO II,PAU BRANCO II,62785000,171,207,Ativo
52,13145,ACARAPE,1023,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,62785000,176,336,Ativo
52,13145,ACARAPE,1627,ESCOLA ANTÔNIO CORREIA DE CASTRO,CARRO ATOLADO,CANTAGALO,62785000,178,327,Ativo
52,13145,ACARAPE,1287,ESCOLA MARIA DO CARMO BEZERRA,"RUA SEBASTIAO BEZERRA, SN",CENTRO,62785000,184,339,Ativo
52,13145,ACARAPE,1619,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS),"RUA CHICO VIEIRA, SN",CENTRO,62785000,190,271,Ativo
52,13145,ACARAPE,1023,ESCOLA FRANCISCO ROCHA RAMOS,"RUA FROTA GONCALVES, SN",SÃO BENEDITO,62785000,201,334,Ativo
30,13030,ACARAÚ,1945,LICEU DE ACARAÚ - ESCOLA MARIA ALICE RAMOS,CENTRO,CENTRO,62580000,1,278,Ativo
30,13030,ACARAÚ,1945,LICEU DE ACARAÚ - ESCOLA MARIA ALICE RAMOS,CENTRO,CENTRO,62580000,2,273,Ativo
30,13030,ACARAÚ,1112,CEJA -  PADRE ANTONIO TOMAZ,PRACA CORONEL JOSE FILOMENO SN,CENTRO,62580000,3,324,Ativo
30,13030,ACARAÚ,1112,CEJA -  PADRE ANTONIO TOMAZ,PRACA CORONEL JOSE FILOMENO SN,CENTRO,62580000,4,325,Ativo
30,13030,ACARAÚ,1228,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ARANAÚ,62580000,5,310,Ativo
30,13030,ACARAÚ,1910,CAMPOS DA UVA - SANTA FÉ,LAGOA GRANDE,ZONA RURAL,62580000,6,279,Ativo
30,13030,ACARAÚ,1112,CEJA -  PADRE ANTONIO TOMAZ,PRACA CORONEL JOSE FILOMENO SN,CENTRO,62580000,7,321,Ativo
30,13030,ACARAÚ,1120,ESCOLA TOMAZ POMPEU DE SOUSA BRASIL,RUA JOSE JULIO LOUZADA 550,CENTRO,62580000,8,344,Ativo
30,13030,ACARAÚ,1120,ESCOLA TOMAZ POMPEU DE SOUSA BRASIL,RUA JOSE JULIO LOUZADA 550,CENTRO,62580000,9,345,Ativo
30,13030,ACARAÚ,1074,ESCOLA JOAO JAIME FERREIRA GOMES FILHO,CURRAL VELHO DE BAIXO,ZONA RURAL,62580000,10,279,Ativo
30,13030,ACARAÚ,1074,ESCOLA JOAO JAIME FERREIRA GOMES FILHO,CURRAL VELHO DE BAIXO,ZONA RURAL,62580000,11,280,Ativo
30,13030,ACARAÚ,1236,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,62580000,12,321,Ativo
30,13030,ACARAÚ,1236,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,62580000,13,317,Ativo
30,13030,ACARAÚ,1236,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,62580000,14,319,Ativo
30,13030,ACARAÚ,1910,CAMPOS DA UVA - SANTA FÉ,LAGOA GRANDE,ZONA RURAL,62580000,15,280,Ativo
30,13030,ACARAÚ,1120,ESCOLA TOMAZ POMPEU DE SOUSA BRASIL,RUA JOSE JULIO LOUZADA 550,CENTRO,62580000,16,346,Ativo
30,13030,ACARAÚ,1120,ESCOLA TOMAZ POMPEU DE SOUSA BRASIL,RUA JOSE JULIO LOUZADA 550,CENTRO,62580000,17,345,Ativo
30,13030,ACARAÚ,1112,CEJA -  PADRE ANTONIO TOMAZ,PRACA CORONEL JOSE FILOMENO SN,CENTRO,62580000,18,0,Ativo
30,13030,ACARAÚ,1112,CEJA -  PADRE ANTONIO TOMAZ,PRACA CORONEL JOSE FILOMENO SN,CENTRO,62580000,19,0,Ativo
30,13030,ACARAÚ,1953,EEEP MARTA MARIA GIFONNI DE SOUSA,CENTRO,CENTRO,62580000,20,318,Ativo
30,13030,ACARAÚ,1953,EEEP MARTA MARIA GIFONNI DE SOUSA,CENTRO,CENTRO,62580000,21,318,Ativo
30,13030,ACARAÚ,1953,EEEP MARTA MARIA GIFONNI DE SOUSA,CENTRO,CENTRO,62580000,22,323,Ativo
30,13030,ACARAÚ,1228,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ARANAÚ,62580000,23,308,Ativo
30,13030,ACARAÚ,1147,ESCOLA CAROLINO LOPES ARAUJO,CELSOLANDIA,ZONA RURAL,62580000,24,298,Ativo
30,13030,ACARAÚ,1147,ESCOLA CAROLINO LOPES ARAUJO,CELSOLANDIA,ZONA RURAL,62580000,25,294,Ativo
30,13030,ACARAÚ,1155,ESCOLA RAIMUNDA DOMINGUES DE OLIVEIRA,ESPRAIADO,ZONA RURAL,62580000,26,277,Ativo
30,13030,ACARAÚ,1163,ESCOLA HUGO MARTINS DOS SANTOS,CE 178 KM 17 - JURITIANHA,JURITIANHA,62580000,27,331,Ativo
30,13030,ACARAÚ,1163,ESCOLA HUGO MARTINS DOS SANTOS,CE 178 KM 17 - JURITIANHA,JURITIANHA,62580000,28,334,Ativo
30,13030,ACARAÚ,1171,ESCOLA MANOEL DUCA DA SILVEIRA,LAGOA DO CARNEIRO,ZONA RURAL,62580000,29,234,Ativo
30,13030,ACARAÚ,1171,ESCOLA MANOEL DUCA DA SILVEIRA,LAGOA DO CARNEIRO,ZONA RURAL,62580000,30,236,Ativo
30,13030,ACARAÚ,1180,ESCOLA ANTONIO INACIO FILHO,OLHOS DAGUA,ZONA RURAL,62580000,31,236,Ativo
30,13030,ACARAÚ,1198,ESCOLA MANOEL ALBINO FURTADO,TUCUNZEIROS,ZONA RURAL,62580000,32,317,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,33,347,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,34,349,Ativo
30,13030,ACARAÚ,1210,ESCOLA LAURA FURTADO DO NASCIMENTO,VOLTA DO RIO,ZONA RURAL,62580000,35,240,Ativo
30,13030,ACARAÚ,1228,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ARANAÚ,62580000,36,313,Ativo
30,13030,ACARAÚ,1228,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ARANAÚ,62580000,37,313,Ativo
30,13030,ACARAÚ,1945,LICEU DE ACARAÚ - ESCOLA MARIA ALICE RAMOS,CENTRO,CENTRO,62580000,38,285,Ativo
30,13030,ACARAÚ,1945,LICEU DE ACARAÚ - ESCOLA MARIA ALICE RAMOS,CENTRO,CENTRO,62580000,39,280,Ativo
30,13030,ACARAÚ,1244,ESCOLA FRANCISCA ISAURA RIOS ROCHA,RUA CAPITAO ANTONIO RAIMUNDO SN,OUTRA BANDA,62580000,40,344,Ativo
30,13030,ACARAÚ,1244,ESCOLA FRANCISCA ISAURA RIOS ROCHA,RUA CAPITAO ANTONIO RAIMUNDO SN,OUTRA BANDA,62580000,41,345,Ativo
30,13030,ACARAÚ,1228,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ARANAÚ,62580000,42,310,Ativo
30,13030,ACARAÚ,1228,ESCOLA MARIA CONCEICAO DE ARAUJO,RUA DR ALOISIO SN - ARANAU,ARANAÚ,62580000,43,314,Ativo
30,13030,ACARAÚ,1260,ESCOLA ANCELMO JOSÉ DA SILVEIRA,CARRAPATEIRAS,ZONA RURAL,62580000,44,304,Ativo
30,13030,ACARAÚ,1260,ESCOLA ANCELMO JOSÉ DA SILVEIRA,CARRAPATEIRAS,ZONA RURAL,62580000,45,303,Ativo
30,13030,ACARAÚ,1279,ESCOLA JOAO LOURENCO PEREIRA ROCHA,CASTELHANO,ZONA RURAL,62580000,46,329,Ativo
30,13030,ACARAÚ,1279,ESCOLA JOAO LOURENCO PEREIRA ROCHA,CASTELHANO,ZONA RURAL,62580000,47,327,Ativo
30,13030,ACARAÚ,1147,ESCOLA CAROLINO LOPES ARAUJO,CELSOLANDIA,ZONA RURAL,62580000,48,297,Ativo
30,13030,ACARAÚ,1155,ESCOLA RAIMUNDA DOMINGUES DE OLIVEIRA,ESPRAIADO,ZONA RURAL,62580000,49,275,Ativo
30,13030,ACARAÚ,1309,ESCOLA HERMINIA FRANKLINA DA SILVEIRA,RUA QUINTAS DOS ALBUQUERQUES S/N - JURITIANHA,JURITIANHA,62580000,50,326,Ativo
30,13030,ACARAÚ,1309,ESCOLA HERMINIA FRANKLINA DA SILVEIRA,RUA QUINTAS DOS ALBUQUERQUES S/N - JURITIANHA,JURITIANHA,62580000,51,326,Ativo
30,13030,ACARAÚ,1309,ESCOLA HERMINIA FRANKLINA DA SILVEIRA,RUA QUINTAS DOS ALBUQUERQUES S/N - JURITIANHA,JURITIANHA,62580000,52,325,Ativo
30,13030,ACARAÚ,1171,ESCOLA MANOEL DUCA DA SILVEIRA,LAGOA DO CARNEIRO,ZONA RURAL,62580000,53,233,Ativo
30,13030,ACARAÚ,1171,ESCOLA MANOEL DUCA DA SILVEIRA,LAGOA DO CARNEIRO,ZONA RURAL,62580000,54,233,Ativo
30,13030,ACARAÚ,1910,CAMPOS DA UVA - SANTA FÉ,LAGOA GRANDE,ZONA RURAL,62580000,55,282,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,56,347,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,57,348,Ativo
30,13030,ACARAÚ,1309,ESCOLA HERMINIA FRANKLINA DA SILVEIRA,RUA QUINTAS DOS ALBUQUERQUES S/N - JURITIANHA,JURITIANHA,62580000,58,328,Ativo
30,13030,ACARAÚ,1163,ESCOLA HUGO MARTINS DOS SANTOS,CE 178 KM 17 - JURITIANHA,JURITIANHA,62580000,59,334,Ativo
30,13030,ACARAÚ,1953,EEEP MARTA MARIA GIFONNI DE SOUSA,CENTRO,CENTRO,62580000,60,312,Ativo
30,13030,ACARAÚ,1236,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,62580000,61,323,Ativo
30,13030,ACARAÚ,1813,ESCOLA RUFINA MAGALHAES DE FARIAS,IMBÉ,ZONA RURAL,62580000,62,201,Ativo
30,13030,ACARAÚ,1813,ESCOLA RUFINA MAGALHAES DE FARIAS,IMBÉ,ZONA RURAL,62580000,63,201,Ativo
30,13030,ACARAÚ,1392,ESCOLA MANOEL EDGAR DA SILVEIRA,CAUASSU,ZONA RURAL,62580000,64,334,Ativo
30,13030,ACARAÚ,1392,ESCOLA MANOEL EDGAR DA SILVEIRA,CAUASSU,ZONA RURAL,62580000,65,334,Ativo
30,13030,ACARAÚ,1392,ESCOLA MANOEL EDGAR DA SILVEIRA,CAUASSU,ZONA RURAL,62580000,66,336,Ativo
30,13030,ACARAÚ,1171,ESCOLA MANOEL DUCA DA SILVEIRA,LAGOA DO CARNEIRO,ZONA RURAL,62580000,67,234,Ativo
30,13030,ACARAÚ,1414,ESCOLA FRANCISCO JOÃO DE ARAUJO,MEDEIROS,ZONA RURAL,62580000,68,239,Ativo
30,13030,ACARAÚ,1422,ESCOLA RAIMUNDO ROSA DO NASCIMENTO,PEDRINHAS,ZONA RURAL,62580000,69,209,Ativo
30,13030,ACARAÚ,1422,ESCOLA RAIMUNDO ROSA DO NASCIMENTO,PEDRINHAS,ZONA RURAL,62580000,70,207,Ativo
30,13030,ACARAÚ,1198,ESCOLA MANOEL ALBINO FURTADO,TUCUNZEIROS,ZONA RURAL,62580000,71,315,Ativo
30,13030,ACARAÚ,1236,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,62580000,72,316,Ativo
30,13030,ACARAÚ,1678,ESCOLA DEPUTADO JOSÉ FILOMENO,RUA CAPITÃO DIOGO LOPES SN,PAULO VI,62580000,73,346,Ativo
30,13030,ACARAÚ,1236,ESCOLA PROF. TERESA DE JESUS SILVA,"RUA JOÃO JAIME FERREIRA GOMES, 457",CENTRO,62580000,74,317,Ativo
30,13030,ACARAÚ,1074,ESCOLA JOAO JAIME FERREIRA GOMES FILHO,CURRAL VELHO DE BAIXO,ZONA RURAL,62580000,162,280,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,166,348,Ativo
30,13030,ACARAÚ,1929,CAMPOS DA UVA - TAPUIO,LAGOA GRANDE,ZONA RURAL,62580000,169,144,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,170,349,Ativo
30,13030,ACARAÚ,1120,ESCOLA TOMAZ POMPEU DE SOUSA BRASIL,RUA JOSE JULIO LOUZADA 550,CENTRO,62580000,171,347,Ativo
30,13030,ACARAÚ,1554,ESCOLA EXPEDITO JOSE DE FREITAS,BARRINHA DE BAIXO,ZONA RURAL,62580000,183,344,Ativo
30,13030,ACARAÚ,1074,ESCOLA JOAO JAIME FERREIRA GOMES FILHO,CURRAL VELHO DE BAIXO,ZONA RURAL,62580000,184,279,Ativo
30,13030,ACARAÚ,1074,ESCOLA JOAO JAIME FERREIRA GOMES FILHO,CURRAL VELHO DE BAIXO,ZONA RURAL,62580000,186,280,Ativo
30,13030,ACARAÚ,1503,ESCOLA RAIMUNDO BATISTA DE OLIVEIRA,ALTO DA BOA VISTA,ZONA RURAL,62580000,187,329,Ativo
30,13030,ACARAÚ,1520,ESCOLA MARIA NAZARE VIANA,AROEIRA II,ZONA RURAL,62580000,188,274,Ativo
30,13030,ACARAÚ,1473,ESCOLA ROQUE LOPES ARAUJO - CAMPOS DA UVA,LAGOA GRANDE,ZONA RURAL,62580000,190,339,Ativo
30,13030,ACARAÚ,1520,ESCOLA MARIA NAZARE VIANA,AROEIRA II,ZONA RURAL,62580000,192,269,Ativo
30,13030,ACARAÚ,1600,ESCOLA JOAO DOMINGUES DE SOUSA,ALMECEGAS,ZONA RURAL,62580000,194,257,Ativo
30,13030,ACARAÚ,1597,ESCOLA JOAQUIM JOSE RODRIGUES,BARRINHA DE CIMA,ZONA RURAL,62580000,195,336,Ativo
30,13030,ACARAÚ,1627,ESCOLA PAULO VERISSIMO DE OLIVEIRA,ILHA DOS RATOS,ZONA RURAL,62580000,199,326,Ativo
30,13030,ACARAÚ,1937,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DO CEARÁ - (IFCE)",CENTRO,CENTRO,62580000,200,346,Ativo
30,13030,ACARAÚ,1481,ESCOLA JOAO RIBEIRO RAMOS,VILA PROGRESSO,ZONA RURAL,62580000,201,347,Ativo
30,13030,ACARAÚ,1619,ESCOLA JOAO JAIME FERREIRA,MORGADO,ZONA RURAL,62580000,203,326,Ativo
30,13030,ACARAÚ,1660,ESCOLA PROF. JOELINA RIBEIRO RAMOS VIANA,RUA NEON SALES SN,BAILARINA,62580000,204,340,Ativo
30,13030,ACARAÚ,1678,ESCOLA DEPUTADO JOSÉ FILOMENO,RUA CAPITÃO DIOGO LOPES SN,PAULO VI,62580000,207,345,Ativo
30,13030,ACARAÚ,1210,ESCOLA LAURA FURTADO DO NASCIMENTO,VOLTA DO RIO,ZONA RURAL,62580000,210,241,Ativo
